pricedate,Expiry,strike,option_type,impliedvol
02/02/2026,18/12/2026,7675,Call,13.7729435
03/02/2026,18/12/2026,3300,Call,
03/02/2026,18/12/2026,3400,Call,29.04406738
03/02/2026,18/12/2026,3500,Call,30.5520134
03/02/2026,18/12/2026,3600,Call,30.6554985
03/02/2026,18/12/2026,3700,Call,30.99047852
03/02/2026,18/12/2026,3800,Call,31.06823349
03/02/2026,18/12/2026,3900,Call,30.95834732
03/02/2026,18/12/2026,4000,Call,30.75195503
03/02/2026,18/12/2026,4100,Call,30.45861053
03/02/2026,18/12/2026,4200,Call,30.12545586
03/02/2026,18/12/2026,4300,Call,29.75250244
03/02/2026,18/12/2026,4400,Call,29.35949135
03/02/2026,18/12/2026,4500,Call,29.03949928
03/02/2026,18/12/2026,4600,Call,28.59076309
03/02/2026,18/12/2026,4700,Call,28.15039635
03/02/2026,18/12/2026,4800,Call,27.69607353
03/02/2026,18/12/2026,4900,Call,27.2375412
03/02/2026,18/12/2026,5000,Call,26.76934814
03/02/2026,18/12/2026,5100,Call,26.30844688
03/02/2026,18/12/2026,5200,Call,25.8487587
03/02/2026,18/12/2026,5300,Call,25.38534355
03/02/2026,18/12/2026,5400,Call,24.92641068
03/02/2026,18/12/2026,5500,Call,24.45848656
03/02/2026,18/12/2026,5600,Call,23.99534607
03/02/2026,18/12/2026,5700,Call,23.53405762
03/02/2026,18/12/2026,5800,Call,23.06681061
03/02/2026,18/12/2026,5900,Call,22.59793091
03/02/2026,18/12/2026,3300,Put,42.34050369
03/02/2026,18/12/2026,3400,Put,41.39880371
03/02/2026,18/12/2026,3500,Put,40.49118042
03/02/2026,18/12/2026,3600,Put,39.59466171
03/02/2026,18/12/2026,3700,Put,38.70772934
03/02/2026,18/12/2026,3800,Put,37.84430313
03/02/2026,18/12/2026,3900,Put,36.9717598
03/02/2026,18/12/2026,4000,Put,36.12991333
03/02/2026,18/12/2026,4100,Put,35.3082695
03/02/2026,18/12/2026,4200,Put,34.510952
03/02/2026,18/12/2026,4300,Put,33.72887802
03/02/2026,18/12/2026,4400,Put,32.97787476
03/02/2026,18/12/2026,4500,Put,32.24477005
03/02/2026,18/12/2026,4600,Put,31.53824425
03/02/2026,18/12/2026,4700,Put,30.84494019
03/02/2026,18/12/2026,4800,Put,30.16630173
03/02/2026,18/12/2026,4900,Put,29.51424217
03/02/2026,18/12/2026,5000,Put,28.86520767
03/02/2026,18/12/2026,5100,Put,28.24057579
03/02/2026,18/12/2026,5200,Put,27.63486671
03/02/2026,18/12/2026,5300,Put,27.03597641
03/02/2026,18/12/2026,5400,Put,26.45882034
03/02/2026,18/12/2026,5500,Put,25.88399696
03/02/2026,18/12/2026,5600,Put,25.31617165
03/02/2026,18/12/2026,5700,Put,24.7565155
03/02/2026,18/12/2026,5800,Put,24.21245575
03/02/2026,18/12/2026,5900,Put,23.68007088
03/02/2026,18/12/2026,1800,Call,
03/02/2026,18/12/2026,2000,Call,
03/02/2026,18/12/2026,2200,Call,
03/02/2026,18/12/2026,2400,Call,
03/02/2026,18/12/2026,2600,Call,
03/02/2026,18/12/2026,2800,Call,
03/02/2026,18/12/2026,3000,Call,
03/02/2026,18/12/2026,3200,Call,
03/02/2026,18/12/2026,6000,Call,22.13069725
03/02/2026,18/12/2026,6200,Call,21.16244698
03/02/2026,18/12/2026,6400,Call,20.1703701
03/02/2026,18/12/2026,6600,Call,19.14112663
03/02/2026,18/12/2026,6800,Call,18.07718658
03/02/2026,18/12/2026,7000,Call,16.99113274
03/02/2026,18/12/2026,7200,Call,15.93232059
03/02/2026,18/12/2026,7400,Call,14.93006992
03/02/2026,18/12/2026,7600,Call,14.07236958
03/02/2026,18/12/2026,7800,Call,13.39062595
03/02/2026,18/12/2026,8000,Call,12.90533352
03/02/2026,18/12/2026,8200,Call,12.58536816
03/02/2026,18/12/2026,8400,Call,12.41711235
03/02/2026,18/12/2026,8600,Call,12.35323524
03/02/2026,18/12/2026,8800,Call,12.35603905
03/02/2026,18/12/2026,9000,Call,12.42185402
03/02/2026,18/12/2026,9200,Call,12.51686287
03/02/2026,18/12/2026,1800,Put,58.8009491
03/02/2026,18/12/2026,2000,Put,56.17908478
03/02/2026,18/12/2026,2200,Put,53.76268768
03/02/2026,18/12/2026,2400,Put,51.41005707
03/02/2026,18/12/2026,2600,Put,49.22655869
03/02/2026,18/12/2026,2800,Put,47.18403244
03/02/2026,18/12/2026,3000,Put,45.2158699
03/02/2026,18/12/2026,3200,Put,43.28342056
03/02/2026,18/12/2026,6000,Put,23.13825798
03/02/2026,18/12/2026,6200,Put,22.0605545
03/02/2026,18/12/2026,6400,Put,20.97626114
03/02/2026,18/12/2026,6600,Put,19.86971664
03/02/2026,18/12/2026,6800,Put,18.75477791
03/02/2026,18/12/2026,7000,Put,17.63280678
03/02/2026,18/12/2026,7200,Put,16.5563488
03/02/2026,18/12/2026,7400,Put,15.55808163
03/02/2026,18/12/2026,7600,Put,14.72902107
03/02/2026,18/12/2026,7800,Put,14.15097713
03/02/2026,18/12/2026,8000,Put,13.79128838
03/02/2026,18/12/2026,8200,Put,13.65411091
03/02/2026,18/12/2026,8400,Put,13.73837948
03/02/2026,18/12/2026,8600,Put,14.00379086
03/02/2026,18/12/2026,8800,Put,14.43872547
03/02/2026,18/12/2026,9000,Put,15.08085918
03/02/2026,18/12/2026,9200,Put,15.78625393
03/02/2026,18/12/2026,200,Call,
03/02/2026,18/12/2026,400,Call,
03/02/2026,18/12/2026,600,Call,
03/02/2026,18/12/2026,800,Call,
03/02/2026,18/12/2026,1000,Call,
03/02/2026,18/12/2026,1200,Call,
03/02/2026,18/12/2026,1400,Call,
03/02/2026,18/12/2026,1600,Call,
03/02/2026,18/12/2026,200,Put,109.0304489
03/02/2026,18/12/2026,400,Put,91.20378876
03/02/2026,18/12/2026,600,Put,83.19036102
03/02/2026,18/12/2026,800,Put,77.48169708
03/02/2026,18/12/2026,1000,Put,73.09835052
03/02/2026,18/12/2026,1200,Put,68.52669525
03/02/2026,18/12/2026,1400,Put,64.88755798
03/02/2026,18/12/2026,1600,Put,61.6438446
03/02/2026,18/12/2026,9600,Call,12.73493099
03/02/2026,18/12/2026,10000,Call,13.1960392
03/02/2026,18/12/2026,9600,Put,17.20016098
03/02/2026,18/12/2026,10000,Put,18.96816063
03/02/2026,18/12/2026,12000,Call,16.46642876
03/02/2026,18/12/2026,12000,Put,26.31317902
03/02/2026,18/12/2026,6100,Call,21.65156174
03/02/2026,18/12/2026,6300,Call,20.67299271
03/02/2026,18/12/2026,6500,Call,19.66336441
03/02/2026,18/12/2026,6700,Call,18.6106205
03/02/2026,18/12/2026,6100,Put,22.59971809
03/02/2026,18/12/2026,6300,Put,21.52362823
03/02/2026,18/12/2026,6500,Put,20.42709923
03/02/2026,18/12/2026,6700,Put,19.31319427
03/02/2026,18/12/2026,4050,Put,35.71682739
03/02/2026,18/12/2026,5650,Put,25.03775787
03/02/2026,18/12/2026,5550,Put,25.59319878
03/02/2026,18/12/2026,4150,Put,34.91406631
03/02/2026,18/12/2026,5850,Put,23.94680214
03/02/2026,18/12/2026,4250,Put,34.12351227
03/02/2026,18/12/2026,3950,Put,36.54820251
03/02/2026,18/12/2026,5750,Put,24.49073219
03/02/2026,18/12/2026,4350,Put,33.36014175
03/02/2026,18/12/2026,5050,Put,28.55866623
03/02/2026,18/12/2026,4450,Put,32.61384583
03/02/2026,18/12/2026,4650,Put,31.18266106
03/02/2026,18/12/2026,5950,Put,23.40292358
03/02/2026,18/12/2026,6250,Put,21.7915287
03/02/2026,18/12/2026,4550,Put,31.8777771
03/02/2026,18/12/2026,6350,Put,21.25125313
03/02/2026,18/12/2026,4950,Put,29.18683052
03/02/2026,18/12/2026,6450,Put,20.70259857
03/02/2026,18/12/2026,6150,Put,22.33399391
03/02/2026,18/12/2026,4750,Put,30.5041275
03/02/2026,18/12/2026,6550,Put,20.14900398
03/02/2026,18/12/2026,6050,Put,22.87056923
03/02/2026,18/12/2026,4850,Put,29.84259415
03/02/2026,18/12/2026,5150,Put,27.93359184
03/02/2026,18/12/2026,4950,Call,27.01158714
03/02/2026,18/12/2026,6350,Call,20.42605782
03/02/2026,18/12/2026,4850,Call,27.4653244
03/02/2026,18/12/2026,6250,Call,20.92160988
03/02/2026,18/12/2026,4750,Call,27.91829681
03/02/2026,18/12/2026,6150,Call,21.41153336
03/02/2026,18/12/2026,6450,Call,19.92419624
03/02/2026,18/12/2026,6550,Call,19.40784454
03/02/2026,18/12/2026,6050,Call,21.8918438
03/02/2026,18/12/2026,3850,Call,31.02566719
03/02/2026,18/12/2026,5250,Call,25.61812401
03/02/2026,18/12/2026,5350,Call,25.15150833
03/02/2026,18/12/2026,4050,Call,30.60429382
03/02/2026,18/12/2026,5450,Call,24.6903286
03/02/2026,18/12/2026,5650,Call,23.76266861
03/02/2026,18/12/2026,5550,Call,24.22846603
03/02/2026,18/12/2026,4150,Call,30.28347969
03/02/2026,18/12/2026,5850,Call,22.83374023
03/02/2026,18/12/2026,3950,Call,30.86290932
03/02/2026,18/12/2026,4250,Call,29.93647575
03/02/2026,18/12/2026,4350,Call,29.55614853
03/02/2026,18/12/2026,5750,Call,23.29769897
03/02/2026,18/12/2026,4450,Call,29.26630592
03/02/2026,18/12/2026,5150,Call,26.07684708
03/02/2026,18/12/2026,5950,Call,22.36488724
03/02/2026,18/12/2026,5050,Call,26.53904915
03/02/2026,18/12/2026,4650,Call,28.3719902
03/02/2026,18/12/2026,4550,Call,28.82525635
03/02/2026,18/12/2026,3850,Put,37.39347839
03/02/2026,18/12/2026,5250,Put,27.33271599
03/02/2026,18/12/2026,5350,Put,26.74363518
03/02/2026,18/12/2026,5450,Put,26.16847801
03/02/2026,18/12/2026,9400,Put,16.4869709
03/02/2026,18/12/2026,6650,Put,19.59262848
03/02/2026,18/12/2026,6900,Put,18.1877327
03/02/2026,18/12/2026,7100,Put,17.0895462
03/02/2026,18/12/2026,6650,Call,18.87569618
03/02/2026,18/12/2026,6900,Call,17.53065491
03/02/2026,18/12/2026,7100,Call,16.45231056
03/02/2026,18/12/2026,9400,Call,12.62857628
03/02/2026,18/12/2026,7300,Call,15.41781902
03/02/2026,18/12/2026,7050,Call,16.71969223
03/02/2026,18/12/2026,6750,Call,18.34190559
03/02/2026,18/12/2026,7500,Call,14.48139954
03/02/2026,18/12/2026,7250,Call,15.66757584
03/02/2026,18/12/2026,7900,Call,13.12347984
03/02/2026,18/12/2026,6950,Call,17.26244926
03/02/2026,18/12/2026,6850,Call,17.79974556
03/02/2026,18/12/2026,7700,Call,13.70406151
03/02/2026,18/12/2026,7150,Call,16.19028854
03/02/2026,18/12/2026,7300,Put,16.04012489
03/02/2026,18/12/2026,6750,Put,19.03453827
03/02/2026,18/12/2026,7050,Put,17.35725594
03/02/2026,18/12/2026,7250,Put,16.29431725
03/02/2026,18/12/2026,7500,Put,15.11655903
03/02/2026,18/12/2026,6950,Put,17.90796661
03/02/2026,18/12/2026,7900,Put,13.9383173
03/02/2026,18/12/2026,7150,Put,16.82073784
03/02/2026,18/12/2026,6850,Put,18.4695549
03/02/2026,18/12/2026,7700,Put,14.39636898
03/02/2026,18/12/2026,11000,Call,15.07884216
03/02/2026,18/12/2026,11000,Put,22.86643791
03/02/2026,18/12/2026,4675,Call,28.2432766
03/02/2026,18/12/2026,6025,Call,22.00216293
03/02/2026,18/12/2026,5875,Call,22.7118721
03/02/2026,18/12/2026,6175,Call,21.28035355
03/02/2026,18/12/2026,6225,Call,21.03943634
03/02/2026,18/12/2026,2900,Call,
03/02/2026,18/12/2026,4525,Call,28.91141129
03/02/2026,18/12/2026,4325,Put,33.5389328
03/02/2026,18/12/2026,2900,Put,46.16103363
03/02/2026,18/12/2026,5825,Put,24.08011818
03/02/2026,18/12/2026,2700,Put,48.18782425
03/02/2026,18/12/2026,4125,Put,35.10197067
03/02/2026,18/12/2026,4175,Put,34.70666504
03/02/2026,18/12/2026,5625,Put,25.17508316
03/02/2026,18/12/2026,5675,Put,24.89869308
03/02/2026,18/12/2026,3100,Put,44.22707367
03/02/2026,18/12/2026,6225,Put,21.92711639
03/02/2026,18/12/2026,4575,Put,31.69855118
03/02/2026,18/12/2026,4725,Put,30.66611862
03/02/2026,18/12/2026,6025,Put,23.00236702
03/02/2026,18/12/2026,4375,Put,33.16634369
03/02/2026,18/12/2026,6075,Put,22.73715019
03/02/2026,18/12/2026,4525,Put,32.06224442
03/02/2026,18/12/2026,5875,Put,23.80637741
03/02/2026,18/12/2026,6275,Put,21.65872765
03/02/2026,18/12/2026,6725,Put,19.16996384
03/02/2026,18/12/2026,5125,Put,28.08575058
03/02/2026,18/12/2026,4975,Put,29.024683
03/02/2026,18/12/2026,4775,Put,30.32715034
03/02/2026,18/12/2026,6525,Put,20.28731346
03/02/2026,18/12/2026,6475,Put,20.56625748
03/02/2026,18/12/2026,5075,Put,28.39598656
03/02/2026,18/12/2026,5525,Put,25.73469925
03/02/2026,18/12/2026,4825,Put,29.99084854
03/02/2026,18/12/2026,5275,Put,27.18373489
03/02/2026,18/12/2026,2500,Put,50.3136673
03/02/2026,18/12/2026,6675,Put,19.45516205
03/02/2026,18/12/2026,5475,Put,26.02218819
03/02/2026,18/12/2026,5325,Put,26.88931656
03/02/2026,18/12/2026,4425,Put,32.78674698
03/02/2026,18/12/2026,5575,Put,25.4590683
03/02/2026,18/12/2026,5775,Put,24.35353279
03/02/2026,18/12/2026,5725,Put,24.62396812
03/02/2026,18/12/2026,4975,Call,26.87770081
03/02/2026,18/12/2026,6625,Call,19.01020813
03/02/2026,18/12/2026,6475,Call,19.79532051
03/02/2026,18/12/2026,4775,Call,27.79355049
03/02/2026,18/12/2026,6425,Call,20.04765511
03/02/2026,18/12/2026,5125,Call,26.18399048
03/02/2026,18/12/2026,5175,Call,25.9493866
03/02/2026,18/12/2026,4925,Call,27.10427284
03/02/2026,18/12/2026,6675,Call,18.74084854
03/02/2026,18/12/2026,5525,Call,24.33600235
03/02/2026,18/12/2026,5325,Call,25.25927162
03/02/2026,18/12/2026,5375,Call,25.02954674
03/02/2026,18/12/2026,5775,Call,23.1778717
03/02/2026,18/12/2026,5575,Call,24.10452652
03/02/2026,18/12/2026,6575,Put,20.00984001
03/02/2026,18/12/2026,4875,Put,29.66817284
03/02/2026,18/12/2026,5175,Put,27.77846146
03/02/2026,18/12/2026,5425,Put,26.31134415
03/02/2026,18/12/2026,4925,Put,29.34069061
03/02/2026,18/12/2026,5225,Put,27.48304749
03/02/2026,18/12/2026,5375,Put,26.59881973
03/02/2026,18/12/2026,4175,Call,30.34214973
03/02/2026,18/12/2026,5825,Call,22.94773483
03/02/2026,18/12/2026,4425,Call,29.33747292
03/02/2026,18/12/2026,5625,Call,23.87733269
03/02/2026,18/12/2026,4225,Call,30.1367054
03/02/2026,18/12/2026,3100,Call,
03/02/2026,18/12/2026,6125,Call,21.52726173
03/02/2026,18/12/2026,4375,Call,29.55009651
03/02/2026,18/12/2026,4625,Call,28.46249008
03/02/2026,18/12/2026,6325,Call,20.54477692
03/02/2026,18/12/2026,6075,Call,21.76533318
03/02/2026,18/12/2026,6275,Call,20.79356575
03/02/2026,18/12/2026,5975,Call,22.23982811
03/02/2026,18/12/2026,4575,Call,28.68787766
03/02/2026,18/12/2026,6375,Call,20.29962921
03/02/2026,18/12/2026,5025,Call,26.6386795
03/02/2026,18/12/2026,6725,Call,18.4775486
03/02/2026,18/12/2026,5225,Call,25.71810532
03/02/2026,18/12/2026,6575,Call,19.27289009
03/02/2026,18/12/2026,6525,Call,19.53278351
03/02/2026,18/12/2026,4875,Call,27.33345222
03/02/2026,18/12/2026,5075,Call,26.41179466
03/02/2026,18/12/2026,4825,Call,27.56527901
03/02/2026,18/12/2026,5425,Call,24.80017662
03/02/2026,18/12/2026,2500,Call,
03/02/2026,18/12/2026,5275,Call,25.48916817
03/02/2026,18/12/2026,5475,Call,24.56418037
03/02/2026,18/12/2026,4325,Call,29.75188828
03/02/2026,18/12/2026,5675,Call,23.6470871
03/02/2026,18/12/2026,5925,Call,22.47616386
03/02/2026,18/12/2026,2700,Call,
03/02/2026,18/12/2026,4275,Call,29.95423126
03/02/2026,18/12/2026,5725,Call,23.41293335
03/02/2026,18/12/2026,4125,Call,30.51052284
03/02/2026,18/12/2026,4725,Call,28.01334953
03/02/2026,18/12/2026,4475,Call,29.12314034
03/02/2026,18/12/2026,4275,Put,33.92702484
03/02/2026,18/12/2026,4225,Put,34.30911636
03/02/2026,18/12/2026,4475,Put,32.42560577
03/02/2026,18/12/2026,6125,Put,22.46648979
03/02/2026,18/12/2026,4625,Put,31.3546505
03/02/2026,18/12/2026,4675,Put,31.00175476
03/02/2026,18/12/2026,6325,Put,21.38621521
03/02/2026,18/12/2026,6175,Put,22.19952011
03/02/2026,18/12/2026,5975,Put,23.2727375
03/02/2026,18/12/2026,5925,Put,23.5405674
03/02/2026,18/12/2026,5025,Put,28.7134285
03/02/2026,18/12/2026,6375,Put,21.11382866
03/02/2026,18/12/2026,6625,Put,19.73284912
03/02/2026,18/12/2026,6425,Put,20.83845139
03/02/2026,18/12/2026,7075,Put,17.22418404
03/02/2026,18/12/2026,7425,Put,15.4440794
03/02/2026,18/12/2026,10400,Put,20.58519745
03/02/2026,18/12/2026,7225,Put,16.42172813
03/02/2026,18/12/2026,10600,Put,21.36461449
03/02/2026,18/12/2026,7175,Put,16.68436432
03/02/2026,18/12/2026,10200,Put,19.79012299
03/02/2026,18/12/2026,7275,Put,16.16762733
03/02/2026,18/12/2026,7350,Put,15.79372025
03/02/2026,18/12/2026,10800,Put,22.12588501
03/02/2026,18/12/2026,7375,Put,15.67654514
03/02/2026,18/12/2026,7325,Put,15.9155283
03/02/2026,18/12/2026,7450,Put,15.33450127
03/02/2026,18/12/2026,7575,Put,14.82026291
03/02/2026,18/12/2026,7475,Put,15.22336578
03/02/2026,18/12/2026,7550,Put,14.92209339
03/02/2026,18/12/2026,7750,Put,14.25290012
03/02/2026,18/12/2026,7650,Put,14.56048775
03/02/2026,18/12/2026,7525,Put,15.01811886
03/02/2026,18/12/2026,8100,Put,13.69600964
03/02/2026,18/12/2026,11200,Put,23.59608459
03/02/2026,18/12/2026,9800,Put,18.17616081
03/02/2026,18/12/2026,7850,Put,14.04029942
03/02/2026,18/12/2026,8300,Put,13.66548538
03/02/2026,18/12/2026,6875,Put,18.32780075
03/02/2026,18/12/2026,6975,Put,17.76796532
03/02/2026,18/12/2026,6925,Put,18.04916
03/02/2026,18/12/2026,7125,Put,16.95318794
03/02/2026,18/12/2026,6825,Put,18.60912704
03/02/2026,18/12/2026,11400,Put,24.29526329
03/02/2026,18/12/2026,6775,Put,18.89041138
03/02/2026,18/12/2026,8500,Put,13.86861038
03/02/2026,18/12/2026,7025,Put,17.49666405
03/02/2026,18/12/2026,7850,Call,13.25448036
03/02/2026,18/12/2026,11200,Call,15.55144215
03/02/2026,18/12/2026,8100,Call,12.7310276
03/02/2026,18/12/2026,9800,Call,12.94207954
03/02/2026,18/12/2026,8300,Call,12.48852062
03/02/2026,18/12/2026,6875,Call,17.66750526
03/02/2026,18/12/2026,8500,Call,12.35233879
03/02/2026,18/12/2026,6775,Call,18.20645714
03/02/2026,18/12/2026,7350,Call,15.16651726
03/02/2026,18/12/2026,6925,Call,17.39701843
03/02/2026,18/12/2026,6975,Call,17.12484169
03/02/2026,18/12/2026,11400,Call,15.91136932
03/02/2026,18/12/2026,7125,Call,16.32431793
03/02/2026,18/12/2026,7025,Call,16.85450172
03/02/2026,18/12/2026,6825,Call,17.93959427
03/02/2026,18/12/2026,7325,Call,15.29098606
03/02/2026,18/12/2026,7075,Call,16.58210754
03/02/2026,18/12/2026,10400,Call,13.91243649
03/02/2026,18/12/2026,7425,Call,14.81203556
03/02/2026,18/12/2026,7175,Call,16.05574989
03/02/2026,18/12/2026,7225,Call,15.79676723
03/02/2026,18/12/2026,7525,Call,14.37082767
03/02/2026,18/12/2026,10200,Call,13.54047298
03/02/2026,18/12/2026,7275,Call,15.54136944
03/02/2026,18/12/2026,7375,Call,15.04623413
03/02/2026,18/12/2026,7450,Call,14.69595146
03/02/2026,18/12/2026,10800,Call,14.72048759
03/02/2026,18/12/2026,7575,Call,14.17139149
03/02/2026,18/12/2026,7475,Call,14.58572865
03/02/2026,18/12/2026,7550,Call,14.26812649
03/02/2026,18/12/2026,10600,Call,14.31527519
03/02/2026,18/12/2026,7650,Call,13.88204098
03/02/2026,18/12/2026,7750,Call,13.54195404
03/02/2026,18/12/2026,8150,Call,12.64786816
03/02/2026,18/12/2026,8900,Call,12.38321495
03/02/2026,18/12/2026,7825,Call,13.32201099
03/02/2026,18/12/2026,7725,Call,13.62401581
03/02/2026,18/12/2026,7950,Call,13.01316452
03/02/2026,18/12/2026,7875,Call,13.18822861
03/02/2026,18/12/2026,8700,Call,12.34775639
03/02/2026,18/12/2026,7775,Call,13.46483707
03/02/2026,18/12/2026,8050,Call,12.81122398
03/02/2026,18/12/2026,8900,Put,14.6991396
03/02/2026,18/12/2026,7950,Put,13.8601675
03/02/2026,18/12/2026,7825,Put,14.08520985
03/02/2026,18/12/2026,8150,Put,13.66806221
03/02/2026,18/12/2026,7725,Put,14.32080746
03/02/2026,18/12/2026,7775,Put,14.18388748
03/02/2026,18/12/2026,8700,Put,14.20290279
03/02/2026,18/12/2026,8050,Put,13.73444939
03/02/2026,18/12/2026,7875,Put,13.98075294
03/02/2026,18/12/2026,7675,Put,14.47057343
03/02/2026,18/12/2026,7625,Put,14.63817024
03/02/2026,18/12/2026,7625,Call,13.97731495
03/02/2026,18/12/2026,7675,Call,13.79527187
04/02/2026,18/12/2026,3300,Call,23.37710381
04/02/2026,18/12/2026,3400,Call,29.53370476
04/02/2026,18/12/2026,3500,Call,30.7518959
04/02/2026,18/12/2026,3600,Call,
04/02/2026,18/12/2026,3700,Call,
04/02/2026,18/12/2026,3800,Call,26.54922104
04/02/2026,18/12/2026,3900,Call,27.58284569
04/02/2026,18/12/2026,4000,Call,30.17857552
04/02/2026,18/12/2026,4100,Call,27.69914246
04/02/2026,18/12/2026,4200,Call,29.78107071
04/02/2026,18/12/2026,4300,Call,30.38068581
04/02/2026,18/12/2026,4400,Call,27.58592033
04/02/2026,18/12/2026,4500,Call,29.75726128
04/02/2026,18/12/2026,4600,Call,29.90937424
04/02/2026,18/12/2026,4700,Call,28.88253593
04/02/2026,18/12/2026,4800,Call,28.36338043
04/02/2026,18/12/2026,4900,Call,27.8596611
04/02/2026,18/12/2026,5000,Call,27.26697922
04/02/2026,18/12/2026,5100,Call,26.81760788
04/02/2026,18/12/2026,5200,Call,26.32083702
04/02/2026,18/12/2026,5300,Call,25.83070946
04/02/2026,18/12/2026,5400,Call,25.34563637
04/02/2026,18/12/2026,5500,Call,24.85525703
04/02/2026,18/12/2026,5600,Call,24.4061718
04/02/2026,18/12/2026,5700,Call,23.86955452
04/02/2026,18/12/2026,5800,Call,23.37345886
04/02/2026,18/12/2026,5900,Call,22.87531662
04/02/2026,18/12/2026,3300,Put,42.32448578
04/02/2026,18/12/2026,3400,Put,41.36184311
04/02/2026,18/12/2026,3500,Put,40.46368408
04/02/2026,18/12/2026,3600,Put,39.56043243
04/02/2026,18/12/2026,3700,Put,38.67937851
04/02/2026,18/12/2026,3800,Put,37.80599976
04/02/2026,18/12/2026,3900,Put,36.94713974
04/02/2026,18/12/2026,4000,Put,36.10329437
04/02/2026,18/12/2026,4100,Put,35.29777527
04/02/2026,18/12/2026,4200,Put,34.49506378
04/02/2026,18/12/2026,4300,Put,33.73235321
04/02/2026,18/12/2026,4400,Put,32.98202515
04/02/2026,18/12/2026,4500,Put,32.24519348
04/02/2026,18/12/2026,4600,Put,31.5311718
04/02/2026,18/12/2026,4700,Put,30.84792137
04/02/2026,18/12/2026,4800,Put,30.1813221
04/02/2026,18/12/2026,4900,Put,29.50905228
04/02/2026,18/12/2026,5000,Put,28.87089157
04/02/2026,18/12/2026,5100,Put,28.25198174
04/02/2026,18/12/2026,5200,Put,27.64950943
04/02/2026,18/12/2026,5300,Put,27.0710144
04/02/2026,18/12/2026,5400,Put,26.49252892
04/02/2026,18/12/2026,5500,Put,25.9247303
04/02/2026,18/12/2026,5600,Put,25.36607933
04/02/2026,18/12/2026,5700,Put,24.81304169
04/02/2026,18/12/2026,5800,Put,24.26741219
04/02/2026,18/12/2026,5900,Put,23.72725105
04/02/2026,18/12/2026,1800,Call,
04/02/2026,18/12/2026,2000,Call,
04/02/2026,18/12/2026,2200,Call,
04/02/2026,18/12/2026,2400,Call,
04/02/2026,18/12/2026,2600,Call,
04/02/2026,18/12/2026,2800,Call,
04/02/2026,18/12/2026,3000,Call,32.89951324
04/02/2026,18/12/2026,3200,Call,
04/02/2026,18/12/2026,6000,Call,22.4096489
04/02/2026,18/12/2026,6200,Call,21.38641739
04/02/2026,18/12/2026,6400,Call,20.34731483
04/02/2026,18/12/2026,6600,Call,19.27663994
04/02/2026,18/12/2026,6800,Call,18.08977509
04/02/2026,18/12/2026,7000,Call,17.03237152
04/02/2026,18/12/2026,7200,Call,15.97414207
04/02/2026,18/12/2026,7400,Call,14.98873615
04/02/2026,18/12/2026,7600,Call,14.14890194
04/02/2026,18/12/2026,7800,Call,13.50230694
04/02/2026,18/12/2026,8000,Call,13.03439045
04/02/2026,18/12/2026,8200,Call,12.74616909
04/02/2026,18/12/2026,8400,Call,12.5978117
04/02/2026,18/12/2026,8600,Call,12.54363918
04/02/2026,18/12/2026,8800,Call,12.56473637
04/02/2026,18/12/2026,9000,Call,12.62599945
04/02/2026,18/12/2026,9200,Call,12.682971
04/02/2026,18/12/2026,1800,Put,58.89777756
04/02/2026,18/12/2026,2000,Put,56.33432007
04/02/2026,18/12/2026,2200,Put,53.84144211
04/02/2026,18/12/2026,2400,Put,51.47094345
04/02/2026,18/12/2026,2600,Put,49.29786301
04/02/2026,18/12/2026,2800,Put,47.2000885
04/02/2026,18/12/2026,3000,Put,45.20793533
04/02/2026,18/12/2026,3200,Put,43.27241898
04/02/2026,18/12/2026,6000,Put,23.1893692
04/02/2026,18/12/2026,6200,Put,22.08408928
04/02/2026,18/12/2026,6400,Put,21.01388359
04/02/2026,18/12/2026,6600,Put,19.91056824
04/02/2026,18/12/2026,6800,Put,18.80414772
04/02/2026,18/12/2026,7000,Put,17.67837715
04/02/2026,18/12/2026,7200,Put,16.61543655
04/02/2026,18/12/2026,7400,Put,15.63411045
04/02/2026,18/12/2026,7600,Put,14.8275547
04/02/2026,18/12/2026,7800,Put,14.28709793
04/02/2026,18/12/2026,8000,Put,13.84960938
04/02/2026,18/12/2026,8200,Put,13.78444958
04/02/2026,18/12/2026,8400,Put,13.97025108
04/02/2026,18/12/2026,8600,Put,14.35336971
04/02/2026,18/12/2026,8800,Put,14.75683117
04/02/2026,18/12/2026,9000,Put,15.04640102
04/02/2026,18/12/2026,9200,Put,15.40925884
04/02/2026,18/12/2026,200,Call,
04/02/2026,18/12/2026,400,Call,
04/02/2026,18/12/2026,600,Call,
04/02/2026,18/12/2026,800,Call,
04/02/2026,18/12/2026,1000,Call,
04/02/2026,18/12/2026,1200,Call,
04/02/2026,18/12/2026,1400,Call,
04/02/2026,18/12/2026,1600,Call,
04/02/2026,18/12/2026,200,Put,109.0280609
04/02/2026,18/12/2026,400,Put,91.16477203
04/02/2026,18/12/2026,600,Put,83.59793091
04/02/2026,18/12/2026,800,Put,77.40098572
04/02/2026,18/12/2026,1000,Put,73.29348755
04/02/2026,18/12/2026,1200,Put,68.52027893
04/02/2026,18/12/2026,1400,Put,64.91103363
04/02/2026,18/12/2026,1600,Put,61.77761841
04/02/2026,18/12/2026,9600,Call,12.94652081
04/02/2026,18/12/2026,10000,Call,13.42954731
